id,variant_group,variant_num,skip,chapter,chapter_label,chapter_name,chapter_icon,topic,topic_label,topic_icon,cat,cat_label,pts,millionaire_val,difficulty,type,tags,q,option_a,option_b,option_c,option_d,answer,answer_raw,answer_display,answer_sig_figs,tolerance,unit,given_keys,given_vals_display,hint,sol_1,sol_2,sol_3,sol_4,notes,visual_type,visual_params,,
ch9-avog-400-001,ch9-avog-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,400,1000,2,numeric,calculation|gas-laws,A container holds 1.00 mol in 22.4 L. Gas is added until 2.00 mol is present. Find the new volume. (Constant T and P),,,,,,44.8,44.8,3,0.2,L,n₁|V₁|n₂,1.00 mol|22.4 L|2.00 mol,V₂ = V₁ × n₂ / n₁,V₁/n₁ = V₂/n₂  →  V₂ = V₁ × n₂ / n₁,V₂ = 22.4 × 2.00 / 1.00 = 44.8 L,,,,,,,
ch9-avog-400-002,ch9-avog-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,400,1000,2,numeric,calculation|gas-laws,A container holds 2.00 mol in 44.8 L. Gas is added until 3.00 mol is present. Find the new volume. (Constant T and P),,,,,,67.2,67.2,3,0.3,L,n₁|V₁|n₂,2.00 mol|44.8 L|3.00 mol,V₂ = V₁ × n₂ / n₁,V₁/n₁ = V₂/n₂  →  V₂ = V₁ × n₂ / n₁,V₂ = 44.8 × 3.00 / 2.00 = 67.2 L,,,,,,,
ch9-avog-400-003,ch9-avog-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,400,1000,2,numeric,calculation|gas-laws,A container holds 0.500 mol in 11.2 L. Gas is added until 1.50 mol is present. Find the new volume. (Constant T and P),,,,,,33.6,33.6,3,0.2,L,n₁|V₁|n₂,0.500 mol|11.2 L|1.50 mol,V₂ = V₁ × n₂ / n₁,V₁/n₁ = V₂/n₂  →  V₂ = V₁ × n₂ / n₁,V₂ = 11.2 × 1.50 / 0.500 = 33.6 L,,,,,,,
ch9-avog-400-004,ch9-avog-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,400,1000,2,numeric,calculation|gas-laws,A container holds 1.00 mol in 22.4 L. Gas is added until 0.500 mol is present. Find the new volume. (Constant T and P),,,,,,11.2,11.2,3,0.1,L,n₁|V₁|n₂,1.00 mol|22.4 L|0.500 mol,V₂ = V₁ × n₂ / n₁,V₁/n₁ = V₂/n₂  →  V₂ = V₁ × n₂ / n₁,V₂ = 22.4 × 0.500 / 1.00 = 11.2 L,,,,,,,
ch9-avog-400-005,ch9-avog-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,400,1000,2,numeric,calculation|gas-laws,A container holds 3.00 mol in 67.2 L. Gas is added until 1.00 mol is present. Find the new volume. (Constant T and P),,,,,,22.4,22.4,3,0.2,L,n₁|V₁|n₂,3.00 mol|67.2 L|1.00 mol,V₂ = V₁ × n₂ / n₁,V₁/n₁ = V₂/n₂  →  V₂ = V₁ × n₂ / n₁,V₂ = 67.2 × 1.00 / 3.00 = 22.4 L,,,,,,,
ch9-avog-600-001,ch9-avog-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,600,2000,3,numeric,calculation|STP|gas-laws,What volume does 32.0 g of O₂ occupy at STP?,,,,,,22.4,22.4,3,0.1,L,mass|M(O₂)|molar volume,32.0 g|32.0 g/mol|22.4 L/mol,"n = mass/M, then V = n × 22.4 L/mol at STP",n = 32.0 / 32.0 = 1.0 mol,V = 1.0 × 22.4 = 22.4 L,,,,,,,
ch9-avog-600-002,ch9-avog-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,600,2000,3,numeric,calculation|STP|gas-laws,What volume does 44.0 g of CO₂ occupy at STP?,,,,,,22.4,22.4,3,0.1,L,mass|M(CO₂)|molar volume,44.0 g|44.0 g/mol|22.4 L/mol,"n = mass/M, then V = n × 22.4 L/mol at STP",n = 44.0 / 44.0 = 1.0 mol,V = 1.0 × 22.4 = 22.4 L,,,,,,,
ch9-avog-600-003,ch9-avog-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,600,2000,3,numeric,calculation|STP|gas-laws,What volume does 14.0 g of N₂ occupy at STP?,,,,,,11.2,11.2,3,0.1,L,mass|M(N₂)|molar volume,14.0 g|28.0 g/mol|22.4 L/mol,"n = mass/M, then V = n × 22.4 L/mol at STP",n = 14.0 / 28.0 = 0.5 mol,V = 0.5 × 22.4 = 11.2 L,,,,,,,
ch9-avog-600-004,ch9-avog-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,600,2000,3,numeric,calculation|STP|gas-laws,What volume does 4.04 g of H₂ occupy at STP?,,,,,,44.8,44.8,3,0.2,L,mass|M(H₂)|molar volume,4.04 g|2.02 g/mol|22.4 L/mol,"n = mass/M, then V = n × 22.4 L/mol at STP",n = 4.04 / 2.02 = 2.0 mol,V = 2.0 × 22.4 = 44.8 L,,,,,,,
ch9-avog-600-005,ch9-avog-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,600,2000,3,numeric,calculation|STP|gas-laws,What volume does 8.00 g of O₂ occupy at STP?,,,,,,5.6,5.6,3,0.05,L,mass|M(O₂)|molar volume,8.00 g|32.0 g/mol|22.4 L/mol,"n = mass/M, then V = n × 22.4 L/mol at STP",n = 8.00 / 32.0 = 0.25 mol,V = 0.25 × 22.4 = 5.60 L,,,,,,,
ch9-avog-800-001,ch9-avog-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,800,4000,2,mc,conceptual|gas-laws,"At STP, which contains the MOST molecules: 1 L of H₂, 1 L of O₂, or 1 L of CO₂?",1 L of H₂ (lightest gas),1 L of CO₂ (heaviest gas),All contain equal numbers,Cannot determine without pressure,All contain equal numbers,,,,,,,,Avogadro's Law — equal volumes at same T and P have equal moles.,Equal volumes at same T and P → equal moles (Avogadro's Law).,"H₂ is lightest by MASS, not by count.",All three contain the same NUMBER of molecules.,"They differ in total MASS only (H₂ least, CO₂ most).",,,,,
ch9-avog-1000-001,ch9-avog-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,1000,8000,4,numeric,calculation|multi-step|gas-laws,A 22.4 L balloon at STP has 1.51×10²³ molecules removed. What is the new volume?,,,,,,16.8,16.8,3,0.1,L,V₁|n₁|molecules removed,22.4 L|1.00 mol|1.51×10²³,Convert molecules to moles (÷ 6.022×10²³). Then V₂ = V₁ × n₂/n₁.,n_removed = 1.51×10²³ / 6.022×10²³ = 0.250 mol,n₂ = 1.00 − 0.250 = 0.750 mol,V₂ = 22.4 × 0.750 / 1.00 = 16.8 L,,,,,,
ch9-avog-1000-002,ch9-avog-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,1000,8000,4,numeric,calculation|multi-step|gas-laws,A 44.8 L balloon at STP has 3.01×10²³ molecules removed. What is the new volume?,,,,,,33.6,33.6,3,0.15,L,V₁|n₁|molecules removed,44.8 L|2.00 mol|3.01×10²³,Convert molecules to moles (÷ 6.022×10²³). Then V₂ = V₁ × n₂/n₁.,n_removed = 3.01×10²³ / 6.022×10²³ = 0.500 mol,n₂ = 2.00 − 0.500 = 1.50 mol,V₂ = 44.8 × 1.50 / 2.00 = 33.6 L,,,,,,
ch9-avog-1000-003,ch9-avog-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,1000,8000,4,numeric,calculation|multi-step|gas-laws,A 11.2 L balloon at STP has 0.6×10²³ molecules removed. What is the new volume?,,,,,,8.96,8.96,3,0.08,L,V₁|n₁|molecules removed,11.2 L|0.500 mol|0.6×10²³,Convert molecules to moles (÷ 6.022×10²³). Then V₂ = V₁ × n₂/n₁.,n_removed = 0.6×10²³ / 6.022×10²³ = 0.100 mol,n₂ = 0.500 − 0.100 = 0.400 mol,V₂ = 11.2 × 0.400 / 0.500 = 8.96 L,,,,,,
ch9-avog-1000-004,ch9-avog-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,1000,8000,4,numeric,calculation|multi-step|gas-laws,A 22.4 L balloon at STP has 3.01×10²³ molecules removed. What is the new volume?,,,,,,11.2,11.2,3,0.1,L,V₁|n₁|molecules removed,22.4 L|1.00 mol|3.01×10²³,Convert molecules to moles (÷ 6.022×10²³). Then V₂ = V₁ × n₂/n₁.,n_removed = 3.01×10²³ / 6.022×10²³ = 0.500 mol,n₂ = 1.00 − 0.500 = 0.500 mol,V₂ = 22.4 × 0.500 / 1.00 = 11.2 L,,,,,,
ch9-avog-1000-005,ch9-avog-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Avogadro's Law,avog,1000,8000,4,numeric,calculation|multi-step|gas-laws,A 33.6 L balloon at STP has 1.81×10²³ molecules removed. What is the new volume?,,,,,,26.9,26.9,3,0.12,L,V₁|n₁|molecules removed,33.6 L|1.50 mol|1.81×10²³,Convert molecules to moles (÷ 6.022×10²³). Then V₂ = V₁ × n₂/n₁.,n_removed = 1.81×10²³ / 6.022×10²³ = 0.300 mol,n₂ = 1.50 − 0.300 = 1.20 mol,V₂ = 33.6 × 1.20 / 1.50 = 26.9 L,,,,,,
ch9-dalton-200-001,ch9-dalton-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,200,500,1,mc,conceptual|gas-laws,Dalton's Law of Partial Pressures: the total pressure of a gas mixture equals:,The pressure of the heaviest gas,The average of all gas pressures,The sum of all individual partial pressures,The product of all partial pressures,The sum of all individual partial pressures,,,,,,,,P_total = P₁ + P₂ + P₃ + … Each gas acts independently.,P_total = P₁ + P₂ + P₃ + …,Each gas exerts pressure as if it were alone.,Example: Dry air = P(N₂) + P(O₂) + P(Ar) + …,,,,,,
ch9-dalton-400-001,ch9-dalton-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,400,1000,2,numeric,calculation|gas-laws,"A flask contains N₂ at 0.600 atm, O₂ at 0.200 atm, and CO₂ at 0.100 atm. What is the total pressure?",,,,,,0.9,0.9,3,0.005,atm,P(N₂)|P(O₂)|P(CO₂),0.600 atm|0.200 atm|0.100 atm,P_total = sum of all partial pressures,P_total = 0.600 + 0.200 + 0.100 = 0.900 atm,,,,,,,,
ch9-dalton-400-002,ch9-dalton-400,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,400,1000,2,numeric,calculation|gas-laws,"A flask contains N₂ at 0.780 atm, O₂ at 0.210 atm, and Ar at 0.00930 atm. What is the total pressure?",,,,,,0.999,0.999,3,0.004,atm,P(N₂)|P(O₂)|P(Ar),0.780 atm|0.210 atm|0.00930 atm,P_total = sum of all partial pressures,P_total = 0.780 + 0.210 + 0.00930 = 0.999 atm,,,,,,,,
ch9-dalton-400-003,ch9-dalton-400,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,400,1000,2,numeric,calculation|gas-laws,"A flask contains H₂ at 0.400 atm, O₂ at 0.350 atm, and N₂ at 0.250 atm. What is the total pressure?",,,,,,1,1,3,0.005,atm,P(H₂)|P(O₂)|P(N₂),0.400 atm|0.350 atm|0.250 atm,P_total = sum of all partial pressures,P_total = 0.400 + 0.350 + 0.250 = 1.00 atm,,,,,,,,
ch9-dalton-400-004,ch9-dalton-400,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,400,1000,2,numeric,calculation|gas-laws,"A flask contains N₂ at 0.500 atm, O₂ at 0.300 atm, and He at 0.100 atm. What is the total pressure?",,,,,,0.9,0.9,3,0.005,atm,P(N₂)|P(O₂)|P(He),0.500 atm|0.300 atm|0.100 atm,P_total = sum of all partial pressures,P_total = 0.500 + 0.300 + 0.100 = 0.900 atm,,,,,,,,
ch9-dalton-400-005,ch9-dalton-400,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,400,1000,2,numeric,calculation|gas-laws,"A flask contains CH₄ at 0.250 atm, C₂H₆ at 0.150 atm, and N₂ at 0.600 atm. What is the total pressure?",,,,,,1,1,3,0.005,atm,P(CH₄)|P(C₂H₆)|P(N₂),0.250 atm|0.150 atm|0.600 atm,P_total = sum of all partial pressures,P_total = 0.250 + 0.150 + 0.600 = 1.00 atm,,,,,,,,
ch9-dalton-600-001,ch9-dalton-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,600,2000,3,numeric,calculation|graham|gas-laws,"If O₂ effuses at 1.00 mL/min, how fast does H₂ effuse? (Graham's Law)",,,,,,3.98,3.98,3,0.05,mL/min,M(H₂)|M(O₂)|rate(O₂),2.02 g/mol|32.0 g/mol|1.00 mL/min,rate₁/rate₂ = √(M₂/M₁). Lighter gas effuses faster.,rate(H₂)/rate(O₂) = √(M(O₂)/M(H₂)) = √(32.0/2.02) = 3.98,rate(H₂) = 1.00 × 3.98 = 3.98 mL/min,,,,,,,
ch9-dalton-600-002,ch9-dalton-600,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,600,2000,3,numeric,calculation|graham|gas-laws,"If N₂ effuses at 1.00 mL/min, how fast does H₂ effuse? (Graham's Law)",,,,,,3.72,3.72,3,0.05,mL/min,M(H₂)|M(N₂)|rate(N₂),2.02 g/mol|28.0 g/mol|1.00 mL/min,rate₁/rate₂ = √(M₂/M₁). Lighter gas effuses faster.,rate(H₂)/rate(N₂) = √(M(N₂)/M(H₂)) = √(28.0/2.02) = 3.72,rate(H₂) = 1.00 × 3.72 = 3.72 mL/min,,,,,,,
ch9-dalton-600-003,ch9-dalton-600,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,600,2000,3,numeric,calculation|graham|gas-laws,"If O₂ effuses at 1.00 mL/min, how fast does He effuse? (Graham's Law)",,,,,,2.83,2.83,3,0.05,mL/min,M(He)|M(O₂)|rate(O₂),4.00 g/mol|32.0 g/mol|1.00 mL/min,rate₁/rate₂ = √(M₂/M₁). Lighter gas effuses faster.,rate(He)/rate(O₂) = √(M(O₂)/M(He)) = √(32.0/4.00) = 2.83,rate(He) = 1.00 × 2.83 = 2.83 mL/min,,,,,,,
ch9-dalton-600-004,ch9-dalton-600,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,600,2000,3,numeric,calculation|graham|gas-laws,"If CO₂ effuses at 1.00 mL/min, how fast does H₂ effuse? (Graham's Law)",,,,,,4.67,4.67,3,0.05,mL/min,M(H₂)|M(CO₂)|rate(CO₂),2.02 g/mol|44.0 g/mol|1.00 mL/min,rate₁/rate₂ = √(M₂/M₁). Lighter gas effuses faster.,rate(H₂)/rate(CO₂) = √(M(CO₂)/M(H₂)) = √(44.0/2.02) = 4.67,rate(H₂) = 1.00 × 4.67 = 4.67 mL/min,,,,,,,
ch9-dalton-600-005,ch9-dalton-600,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,600,2000,3,numeric,calculation|graham|gas-laws,"If Cl₂ effuses at 1.00 mL/min, how fast does H₂ effuse? (Graham's Law)",,,,,,5.92,5.92,3,0.05,mL/min,M(H₂)|M(Cl₂)|rate(Cl₂),2.02 g/mol|70.9 g/mol|1.00 mL/min,rate₁/rate₂ = √(M₂/M₁). Lighter gas effuses faster.,rate(H₂)/rate(Cl₂) = √(M(Cl₂)/M(H₂)) = √(70.9/2.02) = 5.92,rate(H₂) = 1.00 × 5.92 = 5.92 mL/min,,,,,,,
ch9-dalton-800-001,ch9-dalton-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,800,4000,3,numeric,calculation|mole-fraction|gas-laws,A gas mixture at 1.00 atm has a mole fraction of N₂ equal to 0.780. What is the partial pressure of N₂?,,,,,,0.78,0.78,3,0.005,atm,P_total|χ(N₂),1.00 atm|0.780,P_partial = mole fraction × P_total,P(N₂) = 0.780 × 1.00 = 0.780 atm,,,,,,,,
ch9-dalton-800-002,ch9-dalton-800,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,800,4000,3,numeric,calculation|mole-fraction|gas-laws,A gas mixture at 2.00 atm has a mole fraction of N₂ equal to 0.500. What is the partial pressure of N₂?,,,,,,1,1,3,0.005,atm,P_total|χ(N₂),2.00 atm|0.500,P_partial = mole fraction × P_total,P(N₂) = 0.500 × 2.00 = 1.00 atm,,,,,,,,
ch9-dalton-800-003,ch9-dalton-800,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,800,4000,3,numeric,calculation|mole-fraction|gas-laws,A gas mixture at 1.50 atm has a mole fraction of O₂ equal to 0.210. What is the partial pressure of O₂?,,,,,,0.315,0.315,3,0.005,atm,P_total|χ(O₂),1.50 atm|0.210,P_partial = mole fraction × P_total,P(O₂) = 0.210 × 1.50 = 0.315 atm,,,,,,,,
ch9-dalton-800-004,ch9-dalton-800,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,800,4000,3,numeric,calculation|mole-fraction|gas-laws,A gas mixture at 3.00 atm has a mole fraction of He equal to 0.400. What is the partial pressure of He?,,,,,,1.2,1.2,3,0.01,atm,P_total|χ(He),3.00 atm|0.400,P_partial = mole fraction × P_total,P(He) = 0.400 × 3.00 = 1.20 atm,,,,,,,,
ch9-dalton-800-005,ch9-dalton-800,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,800,4000,3,numeric,calculation|mole-fraction|gas-laws,A gas mixture at 1.00 atm has a mole fraction of Ar equal to 0.00930. What is the partial pressure of Ar?,,,,,,0.0093,0.0093,3,0.0005,atm,P_total|χ(Ar),1.00 atm|0.00930,P_partial = mole fraction × P_total,P(Ar) = 0.00930 × 1.00 = 0.00930 atm,,,,,,,,
ch9-dalton-1000-001,ch9-dalton-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,1000,8000,4,numeric,calculation|graham|unknown|gas-laws,An unknown gas effuses 3.98× slower than H₂. H₂ effuses at 3.98 mL/min. Find the molar mass of the unknown gas.,,,,,,32,32,3,2,g/mol,rate(H₂)|rate(unknown)|M(H₂),3.98 mL/min|1.00 mL/min|2.02 g/mol,(rate₁/rate₂)² = M₂/M₁. Square the rate ratio to find M_unknown.,rate(H₂)/rate(X) = √(M(X)/2.02),(3.98)² = M(X)/2.02  →  M(X) = 2.02 × 3.98² ≈ 32 g/mol,,,,,,,
ch9-dalton-1000-002,ch9-dalton-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,1000,8000,4,numeric,calculation|graham|unknown|gas-laws,An unknown gas effuses 5.63× slower than H₂. H₂ effuses at 5.63 mL/min. Find the molar mass of the unknown gas.,,,,,,64,64,3,3,g/mol,rate(H₂)|rate(unknown)|M(H₂),5.63 mL/min|1.00 mL/min|2.02 g/mol,(rate₁/rate₂)² = M₂/M₁. Square the rate ratio to find M_unknown.,rate(H₂)/rate(X) = √(M(X)/2.02),(5.63)² = M(X)/2.02  →  M(X) = 2.02 × 5.63² ≈ 64 g/mol,,,,,,,
ch9-dalton-1000-003,ch9-dalton-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,1000,8000,4,numeric,calculation|graham|unknown|gas-laws,An unknown gas effuses 2.81× slower than H₂. H₂ effuses at 2.81 mL/min. Find the molar mass of the unknown gas.,,,,,,16,16,3,1,g/mol,rate(H₂)|rate(unknown)|M(H₂),2.81 mL/min|1.00 mL/min|2.02 g/mol,(rate₁/rate₂)² = M₂/M₁. Square the rate ratio to find M_unknown.,rate(H₂)/rate(X) = √(M(X)/2.02),(2.81)² = M(X)/2.02  →  M(X) = 2.02 × 2.81² ≈ 16 g/mol,,,,,,,
ch9-dalton-1000-004,ch9-dalton-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,1000,8000,4,numeric,calculation|graham|unknown|gas-laws,An unknown gas effuses 4.67× slower than H₂. H₂ effuses at 4.67 mL/min. Find the molar mass of the unknown gas.,,,,,,44,44,3,2,g/mol,rate(H₂)|rate(unknown)|M(H₂),4.67 mL/min|1.00 mL/min|2.02 g/mol,(rate₁/rate₂)² = M₂/M₁. Square the rate ratio to find M_unknown.,rate(H₂)/rate(X) = √(M(X)/2.02),(4.67)² = M(X)/2.02  →  M(X) = 2.02 × 4.67² ≈ 44 g/mol,,,,,,,
ch9-dalton-1000-005,ch9-dalton-1000,5,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,Dalton & Graham,dalton,1000,8000,4,numeric,calculation|graham|unknown|gas-laws,An unknown gas effuses 7.97× slower than H₂. H₂ effuses at 7.97 mL/min. Find the molar mass of the unknown gas.,,,,,,128,128,3,5,g/mol,rate(H₂)|rate(unknown)|M(H₂),7.97 mL/min|1.00 mL/min|2.02 g/mol,(rate₁/rate₂)² = M₂/M₁. Square the rate ratio to find M_unknown.,rate(H₂)/rate(X) = √(M(X)/2.02),(7.97)² = M(X)/2.02  →  M(X) = 2.02 × 7.97² ≈ 128 g/mol,,,,,,,
ch9-kmt-200-001,ch9-kmt-200,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,200,500,1,mc,conceptual|gas-laws,"According to Kinetic Molecular Theory, gas particles at higher temperature have:",Lower average kinetic energy,Higher average kinetic energy,The same energy regardless of T,No kinetic energy,Higher average kinetic energy,,,,,,,,KE_avg = (3/2)k_B·T — kinetic energy is directly proportional to absolute temperature.,KMT: KE_avg = (3/2)k_B·T where T is in Kelvin.,Higher T → faster molecules → more kinetic energy.,Temperature IS a measure of average kinetic energy.,,,,,,
ch9-kmt-400-001,ch9-kmt-400,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,400,1000,2,mc,conceptual|gas-laws,Which condition makes a real gas behave MOST like an ideal gas?,"High pressure, low temperature","Low pressure, high temperature","High pressure, high temperature","Low pressure, low temperature","Low pressure, high temperature",,,,,,,,"Ideal assumptions: no intermolecular forces, negligible particle volume. Which conditions minimize these?",LOW pressure → molecules far apart → intermolecular forces negligible.,HIGH temperature → kinetic energy dominates over attractions.,High pressure forces molecules close so particle volume matters; low T lets attractions dominate.,,,,,,
ch9-kmt-600-001,ch9-kmt-600,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,600,2000,3,mc,conceptual|gas-laws,The van der Waals equation corrects the Ideal Gas Law for:,Temperature changes only,Molecular volume and intermolecular attractions,The mass of gas molecules,Changes in the gas constant R,Molecular volume and intermolecular attractions,,,,,,,,The 'a' term corrects for attractions; the 'b' term corrects for molecular size.,Van der Waals: (P + an²/V²)(V − nb) = nRT,a' corrects for intermolecular attractive forces; 'b' corrects for molecular volume.,Larger 'a' → stronger attractions; larger 'b' → bigger molecules.,,,,,,
ch9-kmt-800-001,ch9-kmt-800,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,800,4000,3,mc,conceptual|gas-laws,Which gas deviates MOST from ideal behavior at high pressure and low temperature?,"He (noble gas, tiny)",H₂ (very light),NH₃ (strong intermolecular forces),"N₂ (non-polar, moderate size)",NH₃ (strong intermolecular forces),,,,,,,,"The stronger the intermolecular forces and the larger the molecule, the greater the deviation.",NH₃ has hydrogen bonding — very strong intermolecular forces.,He and H₂ deviate least — tiny molecules with weak van der Waals forces.,"Polar, hydrogen-bonding, or large molecules deviate most from ideal behavior.",,,,,,
ch9-kmt-1000-001,ch9-kmt-1000,1,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,1000,8000,5,numeric,calculation|kmt|gas-laws,Calculate the root-mean-square (rms) speed of N₂ molecules at 300 K in km/s.,,,,,,0.516,0.516,3,0.005,km/s,T|M(N₂)|R,300 K|28.02 g/mol = 0.02802 kg/mol|8.314 J/mol·K,v_rms = √(3RT/M). Use M in kg/mol and R = 8.314 J/mol·K. Divide result by 1000 for km/s.,v_rms = √(3RT/M),= √(3 × 8.314 × 300 / 0.02802) = 517 m/s,= 0.516 km/s,,,,,,
ch9-kmt-1000-002,ch9-kmt-1000,2,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,1000,8000,5,numeric,calculation|kmt|gas-laws,Calculate the root-mean-square (rms) speed of O₂ molecules at 300 K in km/s.,,,,,,0.484,0.484,3,0.005,km/s,T|M(O₂)|R,300 K|32.00 g/mol = 0.032 kg/mol|8.314 J/mol·K,v_rms = √(3RT/M). Use M in kg/mol and R = 8.314 J/mol·K. Divide result by 1000 for km/s.,v_rms = √(3RT/M),= √(3 × 8.314 × 300 / 0.032) = 484 m/s,= 0.484 km/s,,,,,,
ch9-kmt-1000-003,ch9-kmt-1000,3,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,1000,8000,5,numeric,calculation|kmt|gas-laws,Calculate the root-mean-square (rms) speed of H₂ molecules at 300 K in km/s.,,,,,,1.93,1.93,3,0.02,km/s,T|M(H₂)|R,300 K|2.02 g/mol = 0.00202 kg/mol|8.314 J/mol·K,v_rms = √(3RT/M). Use M in kg/mol and R = 8.314 J/mol·K. Divide result by 1000 for km/s.,v_rms = √(3RT/M),= √(3 × 8.314 × 300 / 0.00202) = 1925 m/s,= 1.93 km/s,,,,,,
ch9-kmt-1000-004,ch9-kmt-1000,4,,ch9,Chapter 9,Gas Laws,⚗️,gas-laws,Gas Laws,⚗️,KMT & Real Gases,kmt,1000,8000,5,numeric,calculation|kmt|gas-laws,Calculate the root-mean-square (rms) speed of Ar molecules at 300 K in km/s.,,,,,,0.433,0.433,3,0.005,km/s,T|M(Ar)|R,300 K|39.95 g/mol = 0.03995 kg/mol|8.314 J/mol·K,v_rms = √(3RT/M). Use M in kg/mol and R = 8.314 J/mol·K. Divide result by 1000 for km/s.,v_rms = √(3RT/M),= √(3 × 8.314 × 300 / 0.03995) = 433 m/s,= 0.433 km/s,,,,,,
